0,67333275;0,52958345;0,5531868;0,57565844;0,59678996;0,6163155;0,63389623;0,64909035;0,6613114;0,66976154;0,67333275;0,029795565;0,05413574;0,077992536;0,10132566;0,12409058;0,14275564;0,1558642;0,16504146;0,17086777;2,8721972E-8;
0,67333275;0,52958345;0,5531868;0,57565844;0,59678996;0,6163155;0,63389623;0,64909035;0,6613114;0,66976154;0,67333275;0,029795565;0,05413574;0,077992536;0,10132566;0,12409058;0,14275564;0,1558642;0,16504146;0,17086777;2,8721972E-8;
0,67333275;0,52958345;0,5531868;0,57565844;0,59678996;0,6163155;0,63389623;0,64909035;0,6613114;0,66976154;0,67333275;0,029795565;0,05413574;0,077992536;0,10132566;0,12409058;0,14275564;0,1558642;0,16504146;0,17086777;2,8721972E-8;
0,67333275;0,52958345;0,5531868;0,57565844;0,59678996;0,6163155;0,63389623;0,64909035;0,6613114;0,66976154;0,67333275;0,029795565;0,05413574;0,077992536;0,10132566;0,12409058;0,14275564;0,1558642;0,16504146;0,17086777;2,8721972E-8;
0,67333275;0,52958345;0,5531868;0,57565844;0,59678996;0,6163155;0,63389623;0,64909035;0,6613114;0,66976154;0,67333275;0,029795565;0,05413574;0,077992536;0,10132566;0,12409058;0,14275564;0,1558642;0,16504146;0,17086777;2,8721972E-8;
0,6163155;0,52958345;0,5531868;0,57565844;0,59678996;0,6163155;0,6163155;0,6163155;0,6163155;0,6163155;0,6163155;0,029795565;0,05413574;0,077992536;0,10132566;0,12409058;0,12409058;0,12409058;0,12409058;0,12409058;1,4899491E-10;
0,5531868;0,029795561;0,05413575;0,05413575;0,05413575;0,05413575;0,05413575;0,05413575;0,05413575;0,05413575;0,05413575;-4,0277388E-7;-3,7769271E-7;-3,7769271E-7;-3,7769271E-7;-3,7769271E-7;-3,7769271E-7;-3,7769271E-7;-3,7769271E-7;-3,7769271E-7;-0,054136153;
0,59678996;0,029795561;0,05413575;0,077992536;0,10132564;0,10132564;0,10132564;0,10132564;0,10132564;0,10132564;0,10132564;-4,0277388E-7;-4,0277388E-7;-3,8359462E-7;-3,7769271E-7;-3,7769271E-7;-3,7769271E-7;-3,7769271E-7;-3,7769271E-7;-3,7769271E-7;-0,10132608;
0,63389623;0,029795561;0,05413575;0,077992536;0,10132564;0,12409058;0,14275564;0,14275564;0,14275564;0,14275564;0,14275564;-4,0277388E-7;-4,0277388E-7;-3,8359462E-7;-4,0277388E-7;-3,475954E-7;-3,7402938E-7;-3,7402938E-7;-3,7402938E-7;-3,7402938E-7;-0,142756;
0,6613114;0,029795561;0,05413575;0,077992536;0,10132564;0,12409058;0,14275564;0,1558642;0,16504146;0,16504146;0,16504146;-4,0277388E-7;-4,0277388E-7;-3,8359462E-7;-4,0277388E-7;-3,475954E-7;-3,7402938E-7;-3,4047022E-7;-4,5326084E-7;-4,5326084E-7;-0,16504191;
0,67333275;0,029795561;0,05413575;0,077992536;0,10132564;0,12409058;0,14275564;0,1558642;0,16504146;0,17086777;2,8721972E-8;-0,029795935;-0,05413619;-0,07799292;-0,10132613;-0,124090955;-0,142756;-0,15586448;-0,16504191;-0,17086819;-0,6733335;
0,029795565;-4,0277388E-7;-4,0277388E-7;-4,0277388E-7;-4,0277388E-7;-4,0277388E-7;-4,0277388E-7;-4,0277388E-7;-4,0277388E-7;-4,0277388E-7;-0,029795935;-0,029795935;-0,029795935;-0,029795935;-0,029795935;-0,029795935;-0,029795935;-0,029795935;-0,029795935;-0,029795935;-0,5295837;
